timestamp,weather_temp_c,weather_humidity_pct,hive_sound_db,hive_sound_peak_freq,vibration_hz,vibration_var,threat_type
1/1/2025 0:00,38.91415124,71.68012715,73.75225598,268.8112943,180.9792962,6.093461479,Environmental
1/1/2025 1:00,38.38352121,77.47005926,69.91599421,232.9391214,237.5879595,12.33337581,Environmental
1/1/2025 2:00,38.19809209,89.01792966,72.33754671,232.8141507,227.3750157,7.123352198,Environmental
1/1/2025 3:00,40.6353509,79.60059271,69.07568818,236.3814091,244.4508268,9.536411554,Environmental
1/1/2025 4:00,36.71501653,77.1829316,72.66154593,257.3088813,228.2546522,11.29246301,Environmental
1/1/2025 5:00,44.4249428,76.74867987,67.43878635,233.7245454,232.3195885,13.38691688,Environmental
1/1/2025 6:00,37.65815763,73.27874818,65.87759392,263.0118558,234.8650834,11.6294628,Environmental
1/1/2025 7:00,36.00347088,81.85729058,70.58342905,254.3737719,237.4285756,10.67078665,Environmental
1/1/2025 8:00,40.03674069,80.54063256,71.44559699,262.6257645,190.8568836,9.040986351,Environmental
1/1/2025 9:00,36.58888204,74.88897721,68.62428874,279.8988262,202.6833777,12.90483506,Environmental
1/1/2025 10:00,32.95139069,77.32091976,70.81376533,261.7244466,234.2245316,12.38004171,Environmental
1/1/2025 11:00,36.95382478,76.30118566,74.28987941,246.1739135,194.4862735,6.600138358,Environmental
1/1/2025 12:00,35.24164314,83.97728595,70.71212868,263.8097071,211.4549471,10.47561907,Environmental
1/1/2025 13:00,39.87677118,77.52522768,72.28387619,236.7614812,212.7389231,8.854786318,Environmental
1/1/2025 14:00,34.41248106,83.89577985,67.6529883,250.2498824,229.6149332,11.33959353,Environmental
1/1/2025 15:00,39.99615533,79.21211612,67.88350844,248.4056358,186.2533113,5.658662583,Environmental
1/1/2025 16:00,34.03190116,72.02202538,71.99887113,231.8904189,212.4367489,13.89768489,Environmental
1/1/2025 17:00,36.93120809,85.90012455,65.3319116,245.8912488,200.9995589,8.982900772,Environmental
1/1/2025 18:00,40.52092441,66.18143661,72.17211822,254.754712,208.1170009,5.661826437,Environmental
1/1/2025 19:00,38.21638852,75.76405833,71.16338106,250.4370429,252.0355778,9.281933118,Environmental
1/1/2025 20:00,34.92950752,81.43420508,71.09998342,277.1837515,236.7022249,11.07061318,Environmental
1/1/2025 21:00,42.38990867,70.48989557,66.80124234,231.4684812,212.2038039,5.869941557,Environmental
1/1/2025 22:00,39.90545284,78.22221842,62.64596853,229.6884184,226.2702769,12.5143797,Environmental
1/1/2025 23:00,43.99019268,103.3108997,72.07204717,230.2092376,177.3590744,10.80313439,Environmental
1/2/2025 0:00,35.56117671,76.67714192,66.939516,247.1841823,241.3196046,10.4711457,Environmental
1/2/2025 1:00,37.52409549,71.71476998,61.62658528,240.2738418,218.924349,15.30378974,Environmental
1/2/2025 2:00,38.39082356,87.86191609,67.50352201,226.3011247,200.6976648,7.824321806,Environmental
1/2/2025 3:00,44.3854092,73.42890657,74.19244602,231.9414564,238.6314603,11.1548529,Environmental
1/2/2025 4:00,37.53008631,79.67389979,66.72606152,258.921444,210.9003304,6.323182709,Environmental
1/2/2025 5:00,34.16618728,81.38070334,77.89545628,253.1998323,217.6272335,10.85747842,Environmental
1/2/2025 6:00,41.91800523,81.75506001,67.94536385,272.1257742,228.5751288,14.60726798,Environmental
1/2/2025 7:00,38.54970331,70.20424775,63.159204,283.0185586,254.4733144,9.46144236,Environmental
1/2/2025 8:00,36.85043804,91.69155434,64.46477159,232.1054596,232.8665359,8.816184631,Environmental
1/2/2025 9:00,37.9846344,78.69245681,71.68787274,278.1496372,221.8116981,11.93181638,Environmental
1/2/2025 10:00,31.8494837,79.61025278,65.78384865,225.6237388,202.4369527,8.997629678,Environmental
1/2/2025 11:00,40.74770763,69.38885826,70.15315746,240.3166113,213.4465381,13.00827348,Environmental
1/2/2025 12:00,39.61434631,90.69918486,69.2274716,236.0811478,215.5228237,10.72749037,Environmental
1/2/2025 13:00,38.52972008,71.32489542,70.45244891,254.5645666,270.3494808,15.63053383,Environmental
1/2/2025 14:00,35.44026995,77.70093311,62.68278999,238.1858597,226.3121001,13.61756086,Environmental
1/2/2025 15:00,35.81274849,74.76682848,59.26355485,246.7466816,198.7517118,8.411681718,Environmental
1/2/2025 16:00,35.36941767,79.24589957,61.21135804,220.6590951,262.5849422,6.137732256,Environmental
1/2/2025 17:00,34.70964326,94.69530823,84.52533585,226.5686674,212.6350209,11.02466665,Environmental
1/2/2025 18:00,43.18609293,72.10514337,68.77361077,265.5467515,228.6953215,8.871531786,Environmental
1/2/2025 19:00,37.59853111,69.00083353,68.80913128,244.6722502,224.6433978,8.334018344,Environmental
1/2/2025 20:00,39.41461557,88.10172654,70.77714664,257.0351282,221.063107,10.00025318,Environmental
1/2/2025 21:00,35.8353259,82.53195409,69.51356701,291.8633662,251.467098,11.15753966,Environmental
1/2/2025 22:00,35.71082837,71.10070822,75.95571477,255.2549845,229.6028681,4.766242039,Environmental
1/2/2025 23:00,40.78231544,83.63536271,64.44784658,240.5695039,225.2743441,10.1574004,Environmental
1/3/2025 0:00,37.12348644,79.17209386,68.74011311,253.0512502,249.4298395,2.300024677,Environmental
1/3/2025 1:00,37.28944921,81.41209937,71.47996995,242.5617084,184.8655644,10.98398645,Environmental
1/3/2025 2:00,43.18205064,67.72910876,74.31914007,243.4294955,218.7735131,6.841304468,Environmental
1/3/2025 3:00,36.99663148,90.40035676,72.91327621,284.6462321,243.5482378,11.31726004,Environmental
